id,职位,城市,学历,工作年限,薪资,第一标签,第二标签,第三标签,技能库,公司名称,融资阶段,公司规模
5826763,数据分析师,北京,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,['数据分析'],团车网,上市公司,500-2000人
5545028,大数据分析师,北京,硕士,不限,15k-30k,产品|需求|项目类,数据分析,大数据,[],天眼查,A轮,150-500人
5984122,数据分析师,成都,本科,1-3年,8k-16k,产品|需求|项目类,数据分析,数据分析,"['数据运营', '数据分析']",乐信圣文,B轮,50-150人
5981918,数据分析,深圳,本科,1-3年,7k-10k,产品|需求|项目类,数据分析,数据分析,[],汇合,不需要融资,2000人以上
5804998,数据分析师,北京,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,"['BI', 'SPSS', 'SQL']",京东集团,上市公司,2000人以上
5827928,数据分析师（服装QC/QA） (MJ000855),广州,大专,3-5年,8k-15k,生产|加工|制造,服装|纺织|皮革,质量管理|验货员(QA|QC),[],SHEIN,C轮,2000人以上
5834471,数据分析（风控）,上海,本科,1-3年,10k-20k,产品|需求|项目类,数据分析,数据分析,"['SQL', '数据分析']",淘集集,B轮,500-2000人
5985131,数据分析,深圳,大专,1年以下,7k-12k,产品|需求|项目类,数据分析,业务运营,"['数据运营', 'SPSS', 'SQL']",冰川网络,上市公司,500-2000人
5987853,数据分析师（大数据AI行业）,北京,本科,5-10年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SPSS']",绿湾,B轮,150-500人
5980882,数据分析师,北京,本科,1-3年,10k-18k,产品|需求|项目类,数据分析,数据分析,"['SQL', 'SPSS', '数据运营', '数据分析']",猫眼电影,未融资,500-2000人
4141349,数据分析,上海,本科,5-10年,20k-35k,产品|需求|项目类,数据分析,数据分析,"['BI', 'SPSS']",拼多多,上市公司,2000人以上
5980388,数据分析师,深圳,本科,3-5年,10k-20k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SPSS', 'SQL', 'BI']",佰仟金融,不需要融资,2000人以上
5986263,数据分析师,上海,本科,1-3年,8k-16k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '商业', '数据运营']",韩创科技,不需要融资,500-2000人
5984592,数据分析师,北京,本科,1-3年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SPSS']",七牛云,D轮及以上,150-500人
5993592,数据分析（埋点）,北京,本科,1-3年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析', 'SQL']",蘑菇智行,A轮,150-500人
4192015,数据分析师（平台治理方向）,上海,本科,1年以下,15k-30k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",拼多多,上市公司,2000人以上
5991773,数据分析,上海,本科,3-5年,8k-12k,运营|编辑|客服类,运营,数据运营,[],眸事网,天使轮,150-500人
4876647,数据分析师,北京,本科,1-3年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['SPSS', 'DBA', 'SQL', '数据库']",必要商城,不需要融资,150-500人
5988545,数据分析,深圳,本科,3-5年,10k-15k,产品|需求|项目类,数据分析,数据分析,[],采筑,天使轮,50-150人
5987772,数据分析,杭州,本科,1-3年,8k-13k,产品|需求|项目类,数据分析,数据分析,"['SQL', 'SPSS']",信用管家,不需要融资,150-500人
5993783,数据分析师,广州,本科,3-5年,20k-30k,产品|需求|项目类,数据分析,数据分析,"['BI', '可视化', '数据分析', '数据库']",蜜源新媒体,不需要融资,150-500人
5993460,数据分析师,杭州,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,['数据分析'],霖梓控股,B轮,150-500人
5880792,数据分析师,厦门,本科,1-3年,8k-16k,产品|需求|项目类,数据分析,数据分析,['数据分析'],多快好省,不需要融资,50-150人
5568954,数据分析师(J10040),上海,本科,1-3年,8k-10k,运营|编辑|客服类,运营,电商运营,[],上海百秋,未融资,500-2000人
5990110,数据分析师,北京,本科,3-5年,15k-25k,开发|测试|运维类,数据开发,数据分析,['MySQL'],人人贷,A轮,2000人以上
5993740,数据分析师,上海,本科,1-3年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['SQL', '数据分析']",趣头条,上市公司,500-2000人
5993390,数据分析师,北京,本科,3-5年,10k-15k,开发|测试|运维类,数据开发,数据分析,"['数据分析', '数据处理', '数据库开发']",新意互动,上市公司,500-2000人
5992365,数据分析师,上海,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,"['BI', 'SQL', '数据库', '数据分析']",驰骛科技ChiefClouds,A轮,50-150人
5990197,数据分析师,上海,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,['数据分析'],么么直播,不需要融资,50-150人
5989991,数据分析师,北京,本科,1-3年,10k-20k,产品|需求|项目类,数据分析,数据分析,"['SQL', '数据分析']",玖富集团,D轮及以上,2000人以上
5566843,数据分析师,上海,硕士,1-3年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL']",拼多多,上市公司,2000人以上
5992997,数据分析师,杭州,本科,1-3年,8k-15k,产品|需求|项目类,数据分析,数据分析,"['数据运营', 'SQL', '数据库', '商业']",霖梓控股,B轮,150-500人
5993734,数据分析师,上海,本科,3-5年,15k-30k,开发|测试|运维类,数据开发,数据分析,"['数据分析', '数据处理']",趣头条,上市公司,500-2000人
5978750,数据分析师（保险）13-01-19,杭州,本科,3-5年,18k-30k,开发|测试|运维类,数据开发,数据分析,"['MySQL', '数据挖掘']",大搜车,D轮及以上,2000人以上
5979794,数据分析师（硕士）,韶关,硕士,1年以下,6k-10k,开发|测试|运维类,数据开发,数据分析,"['数据分析', '数据库开发', 'MySQL']",精点数据,不需要融资,150-500人
4979094,数据分析师（市场）,北京,本科,5-10年,20k-30k,市场|商务类,市场|营销,商业数据分析,"['市场', '数据分析']",京东集团,上市公司,2000人以上
5979170,数据分析师,北京,本科,1-3年,10k-15k,产品|需求|项目类,数据分析,数据分析,"['SPSS', 'SQL', '数据分析']",易点租,D轮及以上,500-2000人
4704007,数据分析师,宁波,本科,1-3年,14k-25k,产品|需求|项目类,数据分析,数据分析,['数据分析'],草料二维码,未融资,50-150人
5978715,数据分析,杭州,大专,1-3年,6k-8k,产品|需求|项目类,数据分析,数据分析,[],华苏科技,上市公司,2000人以上
5940191,数据分析师,上海,本科,1-3年,10k-20k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '商业']",房多多,C轮,2000人以上
5978724,数据分析,郑州,本科,3-5年,8k-16k,产品|需求|项目类,数据分析,数据分析,"['数据库', 'BI', 'SQL']",富士康科技集团,上市公司,2000人以上
5768884,数据分析师（商品） (MJ000834),南京,本科,不限,4k-7k,市场|商务类,市场|营销,商业数据分析,['数据分析'],SHEIN,C轮,2000人以上
5984608,数据分析师,北京,大专,不限,9k-12k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营', 'SQL', '数据库']",彩讯股份,上市公司,500-2000人
5982758,数据分析师,上海,本科,3-5年,15k-30k,开发|测试|运维类,数据开发,数据分析,[],问卷网@爱调研,B轮,150-500人
5858880,数据分析师,上海,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,业务运营,"['数据分析', '增长黑客', 'BI']",叮咚买菜,B轮,2000人以上
5732360,数据分析师,上海,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,[],拼多多,上市公司,2000人以上
4750004,数据分析师（揭阳驻点）,揭阳,本科,1-3年,4k-6k,开发|测试|运维类,数据开发,数据分析,"['Oracle', '数据分析']",精点数据,不需要融资,150-500人
5656395,数据分析师,北京,本科,3-5年,9k-15k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营', 'SQL']",京东集团,上市公司,2000人以上
5959421,数据分析师 (MJ000983),深圳,本科,1-3年,8k-15k,市场|商务类,市场|营销,商业数据分析,['数据分析'],SHEIN,C轮,2000人以上
5670374,数据分析师,深圳,本科,3-5年,10k-20k,产品|需求|项目类,数据分析,数据分析,"['商业', '数据分析', '数据库', 'SQL']",超级猩猩健身,D轮及以上,150-500人
3968052,数据分析师,深圳,本科,1-3年,10k-20k,金融类,风控,风控,['风控'],百融云创,C轮,500-2000人
5988159,数据分析师,北京,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,['数据分析'],玩吧,B轮,150-500人
2754502,数据分析,杭州,本科,1-3年,10k-16k,开发|测试|运维类,数据开发,数据分析,['数据挖掘'],个推,上市公司,500-2000人
5993656,数据分析师-广州,广州,本科,不限,6k-8k,商业服务|专业服务,咨询|调研,专业顾问,[],AdMaster,不需要融资,500-2000人
5771866,增长黑客-数据分析方向,北京,不限,不限,25k-50k,产品|需求|项目类,数据分析,增长黑客（Growth Hacking）,"['增长黑客', '数据分析', '数据运营', '商业']",天眼查,A轮,150-500人
5988452,数据分析工程师,北京,本科,1-3年,15k-30k,开发|测试|运维类,数据开发,数据分析,['数据分析'],洋钱罐,不需要融资,150-500人
5978871,数据分析师,北京,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,['数据分析'],美团点评,上市公司,2000人以上
5746828,数据分析师,北京,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营']",香格里拉饭店管理（上海）有限公司北京分公司,上市公司,2000人以上
4989112,数据分析工程师,上海,本科,3-5年,20k-25k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', 'Hadoop', 'Hive', '数据分析']",摩天轮,C轮,150-500人
5985474,DataAnalyst数据分析,杭州,本科,5-10年,15k-20k,金融类,互联网金融,分析师,['分析师'],美国道富,上市公司,2000人以上
5982141,数据分析师（梅州）,梅州,本科,1-3年,3k-6k,开发|测试|运维类,数据开发,数据分析,"['数据分析', 'MySQL', '数据仓库']",精点数据,不需要融资,150-500人
5853381,数据分析师 (MJ000443),南京,本科,1-3年,6k-8k,运营|编辑|客服类,运营,数据运营,"['跨境电商', '数据分析']",SHEIN,C轮,2000人以上
3360283,数据分析师（咨询）,杭州,不限,不限,10k-15k,开发|测试|运维类,数据开发,数据分析,['数据分析'],个推,上市公司,500-2000人
2150312,数据分析师,北京,不限,不限,15k-25k,产品|需求|项目类,数据分析,数据分析,['数据分析'],百融云创,C轮,500-2000人
5987217,数据分析助理,上海,本科,不限,6k-8k,运营|编辑|客服类,运营,数据运营,[],飞书互动,A轮,150-500人
5990400,1121I3-资深数据分析师,上海,本科,5-10年,15k-30k,开发|测试|运维类,数据开发,BI工程师,"['数据仓库', '数据分析', '数据库开发']",平安科技,不需要融资,2000人以上
5824297,数据分析负责人,广州,本科,5-10年,30k-50k,开发|测试|运维类,数据开发,数据分析,['数据分析'],Fordeal,C轮,2000人以上
5992635,资深数据分析师,北京,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据库', '增长黑客', '商业']",V8实拍,B轮,150-500人
5728222,数据分析专员,北京,本科,不限,7k-10k,运营|编辑|客服类,运营,数据运营,[],天眼查,A轮,150-500人
5990947,资深数据分析师,北京,本科,5-10年,25k-35k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析', '数据仓库', '数据架构']",万润,不需要融资,50-150人
4703938,数据分析实习生,宁波,本科,应届毕业生,5k-10k,运营|编辑|客服类,运营,其他运营,['数据分析'],草料二维码,未融资,50-150人
5568958,数据分析主管(J10041),上海,本科,1-3年,10k-15k,运营|编辑|客服类,运营,电商运营,['运营'],上海百秋,未融资,500-2000人
5983562,数据分析经理,深圳,本科,5-10年,20k-25k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL']",买买提信息科技,不需要融资,150-500人
5983014,数据分析经理,广州,本科,5-10年,20k-30k,开发|测试|运维类,数据开发,数据分析,"['数据分析', '数据处理']",智牛数字科技,A轮,150-500人
5980350,高级数据分析师,深圳,本科,3-5年,15k-30k,开发|测试|运维类,数据开发,数据分析,['数据分析'],随手科技,C轮,500-2000人
5331443,数据分析师（广州）,广州,不限,1-3年,5k-7k,开发|测试|运维类,数据开发,数据分析,"['数据分析', 'MySQL', 'Spark']",精点数据,不需要融资,150-500人
2603222,数据分析师,杭州,本科,1-3年,12k-15k,产品|需求|项目类,数据分析,数据分析,['数据分析'],个推,上市公司,500-2000人
5756358,资深数据分析师 - 杭州,杭州,本科,5-10年,25k-40k,开发|测试|运维类,数据开发,数据分析,['数据分析'],Fordeal,C轮,2000人以上
5978263,数据分析专员,北京,大专,1-3年,8k-12k,产品|需求|项目类,数据分析,数据分析,['数据分析'],52TOYS,A轮,50-150人
5905716,数据分析经理,上海,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,BI,"['BI', '数据分析', '数据库', 'DBA']",携程,上市公司,2000人以上
5205509,高级数据分析师,北京,本科,5-10年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['商业', '数据分析']",拉勾网,D轮及以上,500-2000人
5991495,数据分析专家/经理,深圳,本科,3-5年,20k-30k,产品|需求|项目类,高端产品职位,数据分析专家,[],金蝶蝶金,上市公司,2000人以上
2561891,高级数据分析师,上海,本科,1-3年,15k-20k,产品|需求|项目类,产品经理,其他产品经理,[],百融云创,C轮,500-2000人
5993780,BI数据分析师/数据分析专家/数据分析高级专家,北京,本科,3-5年,25k-50k,产品|需求|项目类,数据分析,BI,"['BI', '可视化', '数据分析', 'SQL']",车好多集团,D轮及以上,2000人以上
5993281,高级数据分析师,深圳,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,数据分析,[],OPPO,不需要融资,2000人以上
5991655,高级数据分析师,广州,不限,不限,20k-40k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营', '增长黑客']",Bigo,D轮及以上,500-2000人
5819841,初级数据分析师,深圳,大专,1年以下,4k-5k,产品|需求|项目类,数据分析,数据分析,['商业'],乐格信息,A轮,150-500人
3948187,高级数据分析师,北京,本科,3-5年,25k-50k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",最右,C轮,150-500人
5990010,高级数据分析师,杭州,大专,3-5年,17k-25k,开发|测试|运维类,数据开发,数据分析,"['数据分析', 'MySQL', '数据处理']",微拍堂,A轮,150-500人
5992197,大数据分析师,杭州,不限,3-5年,10k-20k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",丁香园,D轮及以上,500-2000人
3116205,数据分析师（咨询部）,杭州,不限,不限,10k-15k,开发|测试|运维类,企业软件,实施工程师,['软件开发'],个推,上市公司,500-2000人
5822086,数据分析负责人（杭州）,杭州,本科,5-10年,30k-50k,开发|测试|运维类,数据开发,数据分析,['数据分析'],Fordeal,C轮,2000人以上
5989481,数据分析师,武汉,本科,3-5年,7k-14k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营']",烽火科技&middot;虹旭信息技术有限公司,不需要融资,150-500人
5990953,数据分析师,惠州,本科,1-3年,5k-8k,产品|需求|项目类,数据分析,可视化,"['SQL', '数据库', '可视化', '数据分析']",迪奥科技,A轮,15-50人
5326129,高级数据分析工程师,上海,本科,5-10年,20k-30k,产品|需求|项目类,数据分析,BI,"['BI', '可视化', '数据分析', 'SQL']",摩天轮,C轮,150-500人
5979013,高级商业分析师/高级数据分析师,上海,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,数据分析,['数据分析'],上海你我贷互联网金融信息服务,未融资,2000人以上
5985912,高级计量模型及数据分析经理G00083,成都,硕士,5-10年,20k-35k,开发|测试|运维类,人工智能,机器学习,"['机器学习', '数据挖掘', '建模']",希望金科,不需要融资,150-500人
5983253,数据分析师,深圳,本科,3-5年,8k-15k,产品|需求|项目类,数据分析,数据分析,[],字节跳动,C轮,2000人以上
5993397,数据分析,广州,大专,1-3年,8k-12k,产品|需求|项目类,数据分析,数据分析,"['SQL', '数据库']",派鲜,B轮,150-500人
5993104,数据分析师-Data Analyst,成都,本科,1-3年,10k-15k,产品|需求|项目类,数据分析,数据分析,"['SQL', '数据分析']",申帝科技,未融资,15-50人
5987056,数据分析岗,北京,本科,5-10年,15k-25k,开发|测试|运维类,数据开发,数据分析,['数据分析'],京东物流,上市公司,2000人以上
5991455,资深数据挖掘/数据分析（要求5年以上工作经验）,上海,本科,应届毕业生,30k-60k,开发|测试|运维类,人工智能,算法研究员,"['机器学习', '数据挖掘', '算法']",趣头条,上市公司,500-2000人
5988468,数据分析师 (MJ000926),深圳,不限,3-5年,10k-20k,开发|测试|运维类,数据开发,数据分析,['数据分析'],云之讯,B轮,150-500人
5990730,数据分析,上海,本科,5-10年,30k-60k,产品|需求|项目类,数据分析,数据分析,[],爱分趣,B轮,50-150人
4965048,SQL数据分析师,上海,本科,3-5年,17k-30k,开发|测试|运维类,数据开发,数据分析,['SQLServer'],京东集团,上市公司,2000人以上
5992175,数据分析专家,杭州,不限,不限,18k-25k,产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析', '数据库']",丁香园,D轮及以上,500-2000人
5989142,数据分析专员,天津,大专,1-3年,4k-8k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营']",云脉三六五,天使轮,15-50人
5982066,数据分析师,北京,硕士,3-5年,30k-50k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营', '数据库', '商业']",北京宏尚福达科技发展有限公司,未融资,150-500人
5982611,数据分析师,深圳,本科,1-3年,8k-15k,产品|需求|项目类,数据分析,数据分析,['项目管理'],字节跳动,C轮,2000人以上
5979197,商业数据分析师,北京,不限,3-5年,20k-40k,开发|测试|运维类,数据开发,数据分析,"['Hive', 'MySQL']",Airbnb,D轮及以上,2000人以上
5990406,数据分析,北京,本科,5-10年,25k-35k,产品|需求|项目类,数据分析,数据分析,['BI'],昆山科信,未融资,50-150人
5983867,高级数据分析师,上海,硕士,3-5年,25k-30k,产品|需求|项目类,数据分析,数据分析,"['SQL', '商业', '数据分析', '可视化']",Coupang,不需要融资,150-500人
5981448,数据分析师,上海,本科,3-5年,10k-18k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL']",探禄网络,不需要融资,50-150人
5983938,广告数据分析,北京,大专,1-3年,8k-12k,产品|需求|项目类,数据分析,数据分析,"['数据运营', 'SPSS', '数据分析']",硬核联盟,上市公司,150-500人
5978148,供应链数据分析岗,北京,不限,5-10年,12k-18k,开发|测试|运维类,数据开发,数据分析,['数据分析'],京东集团,上市公司,2000人以上
5985160,数据分析师,上海,硕士,1-3年,10k-18k,产品|需求|项目类,数据分析,大数据,[],玳鸽,A轮,50-150人
5979059,大数据分析师,北京,本科,5-10年,20k-28k,开发|测试|运维类,数据开发,数据分析,"['数据分析', 'MySQL']",奥琦玮,C轮,500-2000人
5990673,数据分析师,广州,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,"['数据库', '数据分析', 'SQL', '可视化']",网易,上市公司,2000人以上
5985968,数据分析师,北京,硕士,应届毕业生,7k-12k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'BI', '数据运营']",时趣social-touch,D轮及以上,500-2000人
5984618,资深数据分析师,上海,本科,5-10年,25k-35k,开发|测试|运维类,数据开发,数据分析,"['MySQL', 'Oracle']",众安保险,上市公司,2000人以上
5984493,数据分析,北京,不限,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,[],华友联创,不需要融资,50-150人
5984417,数据分析师,北京,本科,5-10年,35k-70k,产品|需求|项目类,数据分析,数据分析,['数据分析'],合伙猫,未融资,15-50人
5982802,数据分析工程师,广州,硕士,应届毕业生,7k-13k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析', '算法']",XAG极飞科技,B轮,500-2000人
5979565,社招：数据分析师,北京,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'BI', 'SQL']",鉴才营销策划有限公司,不需要融资,15-50人
5987081,高级数据分析师,北京,不限,应届毕业生,20k-30k,开发|测试|运维类,数据开发,数据分析,['数据分析'],松鼠拼拼,B轮,2000人以上
5979318,数据分析总监-北京-04771,北京,本科,5-10年,20k-26k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营']",龙图游戏,不需要融资,500-2000人
5984802,数据分析实习生,杭州,本科,应届毕业生,3k-4k,开发|测试|运维类,数据开发,数据分析,[],壹向,不需要融资,50-150人
5981833,经营数据分析岗,北京,本科,3-5年,15k-25k,运营|编辑|客服类,运营,数据运营,[],京东集团,上市公司,2000人以上
5983433,数据分析实习生,北京,本科,应届毕业生,2k-4k,产品|需求|项目类,数据分析,数据分析,['数据分析'],猎豹移动,上市公司,500-2000人
5151346,数据分析师,上海,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,['数据分析'],还呗-智能信贷领先者,B轮,500-2000人
5529993,数据分析,上海,本科,3-5年,10k-20k,产品|需求|项目类,数据分析,数据分析,['SQL'],汇付,上市公司,500-2000人
917502,数据分析师,深圳,本科,1-3年,8k-15k,产品|需求|项目类,数据分析,数据分析,"['SPSS', '数据运营', '数据分析']",极光,上市公司,500-2000人
5688572,数据分析师,北京,本科,1-3年,10k-20k,产品|需求|项目类,数据分析,数据分析,['数据分析'],凤凰网,上市公司,2000人以上
3183977,数据分析师,上海,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,[],达达-京东到家,D轮及以上,2000人以上
5261785,数据分析,深圳,本科,不限,20k-40k,产品|需求|项目类,数据分析,数据分析,[],OPPO,不需要融资,2000人以上
5987072,业务数据分析师,北京,不限,应届毕业生,15k-20k,开发|测试|运维类,数据开发,数据分析,['数据分析'],松鼠拼拼,B轮,2000人以上
4584794,数据分析师（金融）,北京,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['商业', '可视化', '数据分析']",车好多集团,D轮及以上,2000人以上
3290614,数据分析师（中高级）,上海,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SPSS']",达达-京东到家,D轮及以上,2000人以上
3868326,数据分析师,深圳,本科,1-3年,20k-40k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",OPPO,不需要融资,2000人以上
5319175,数据分析师（数据中心）,上海,本科,1-3年,15k-25k,开发|测试|运维类,数据开发,数据分析,"['数据分析', '数据处理', 'SQLServer']",收钱吧,C轮,500-2000人
5500720,25210V-数据分析师,上海,本科,3-5年,13k-26k,开发|测试|运维类,数据开发,数据分析,"['数据分析', '数据挖掘']",陆金所,B轮,2000人以上
4385214,数据分析师,武汉,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['商业', 'BI', '数据分析']",微派,B轮,50-150人
5845522,数据分析师,深圳,本科,1-3年,8k-15k,开发|测试|运维类,数据开发,数据分析,"['MySQL', '数据分析']",随手科技,C轮,500-2000人
3167494,数据分析师,上海,本科,1-3年,8k-12k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL']",眸事网,天使轮,150-500人
3045803,数据分析师,杭州,本科,3-5年,12k-24k,产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析']",观远数据,A轮,50-150人
5975685,数据分析师（广告投放）,北京,本科,3-5年,12k-18k,开发|测试|运维类,数据开发,数据分析,[],掌阅,上市公司,500-2000人
5294402,数据分析师 (MJ001409),广州,本科,3-5年,10k-20k,开发|测试|运维类,数据开发,数据分析,['数据分析'],欢聚时代（YY Inc）,上市公司,2000人以上
5974488,大数据分析师（中台）(J10559),上海,不限,不限,20k-30k,开发|测试|运维类,数据开发,数据分析,"['ETL', 'Java', 'Hadoop', 'Spark']",哈出行,D轮及以上,2000人以上
2428796,数据分析师,深圳,本科,1-3年,8k-15k,产品|需求|项目类,数据分析,数据分析,"['SPSS', '数据库', 'SQL']",深圳白骑士大数据有限公司,A轮,50-150人
