id,职位,城市,学历,工作年限,薪资,第一标签,第二标签,第三标签,技能库,公司名称,融资阶段,公司规模
5813773,数据分析师,重庆,大专,3-5年,15k-30k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",迅游科技,不需要融资,150-500人
4430005,数据分析师,北京,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,"['商业', '可视化', '数据分析']",车好多集团,D轮及以上,2000人以上
5606980,数据分析师,深圳,本科,1-3年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['增长黑客', 'BI', '数据分析']",OPPO,不需要融资,2000人以上
5579971,25212E-数据分析岗,深圳,本科,3-5年,10k-15k,市场|商务类,市场|营销,商业数据分析,"['市场竞争分析', '市场分析', '消费者分析', '数据分析']",陆金所,B轮,2000人以上
5864318,数据分析师,上海,本科,3-5年,25k-40k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL', '可视化', '数据库']",永辉云创科技有限公司,D轮及以上,2000人以上
3261618,数据分析师（ AW),深圳,本科,1-3年,8k-10k,产品|需求|项目类,数据分析,数据分析,['SPSS'],爱问科技,不需要融资,150-500人
5971021,数据分析师,北京,本科,1-3年,10k-20k,产品|需求|项目类,数据分析,数据分析,"['SQL', '数据分析']",天创信用,B轮,150-500人
5976483,数据分析师,北京,不限,不限,10k-20k,开发|测试|运维类,数据开发,数据分析,[],皇包车,C轮,150-500人
5811856,数据分析师（信息流）(J11843),上海,本科,3-5年,10k-18k,产品|需求|项目类,数据分析,数据分析,"['BI', '可视化', 'SQL', '数据分析']",2345.com,上市公司,500-2000人
5868704,数据分析师,上海,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析', 'SQL', '数据运营']",微知,B轮,150-500人
5869894,数据分析师,北京,本科,1-3年,8k-15k,产品|需求|项目类,数据分析,数据分析,['SQL'],自如网,A轮,2000人以上
5945321,数据分析,北京,本科,3-5年,10k-18k,产品|需求|项目类,数据分析,数据分析,['数据运营'],天工矩阵,A轮,50-150人
5825940,数据分析师,武汉,本科,3-5年,8k-12k,综合职能|高级管理,财务,财务,['分析'],斗鱼直播,D轮及以上,2000人以上
3051093,数据分析师,北京,本科,应届毕业生,10k-15k,产品|需求|项目类,数据分析,数据分析,['数据分析'],百融云创,C轮,500-2000人
5976612,数据分析师,广州,本科,1-3年,8k-15k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '增长黑客', '数据运营', '可视化']",作文纸条,A轮,50-150人
5840481,数据分析师,杭州,大专,不限,4k-6k,产品|需求|项目类,数据分析,数据分析,['数据分析'],格上出行,不需要融资,500-2000人
4996784,数据分析师（数据策略方向）,北京,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,"['商业', 'SQL', 'SPSS', '数据分析']",车好多集团,D轮及以上,2000人以上
5606980,数据分析师,深圳,本科,1-3年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['增长黑客', 'BI', '数据分析']",OPPO,不需要融资,2000人以上
5840481,数据分析师,杭州,大专,不限,4k-6k,产品|需求|项目类,数据分析,数据分析,['数据分析'],格上出行,不需要融资,500-2000人
5859650,数据分析师,北京,本科,1-3年,10k-15k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL', 'SPSS']",北京捷越联合,不需要融资,2000人以上
5826170,运营专员-数据分析方向,武汉,本科,1-3年,6k-8k,运营|编辑|客服类,运营,游戏运营,['游戏运营'],点智科技,B轮,150-500人
4535740,数据分析经理,北京,本科,5-10年,15k-30k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SPSS']",自如网,A轮,2000人以上
4916502,数据分析,北京,本科,3-5年,15k-25k,开发|测试|运维类,数据开发,数据分析,"['算法', '数据挖掘', '数据架构', '数据仓库']",花生米富,B轮,150-500人
2382205,数据分析师,杭州,本科,1-3年,8k-12k,产品|需求|项目类,数据分析,数据分析,"['商业', '数据分析']",森马电商,上市公司,500-2000人
5915782,数据分析师,北京,本科,3-5年,20k-30k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL']",闪银奇异,D轮及以上,500-2000人
3062432,数据分析/数据挖掘工程师,深圳,本科,3-5年,10k-20k,产品|需求|项目类,数据分析,数据分析,"['BI', '可视化', '数据分析']",小泊,不需要融资,500-2000人
3975218,数据分析（互联网运营中心）,郑州,本科,3-5年,12k-24k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",中移在线服务有限公司,不需要融资,2000人以上
5831968,数据分析师,北京,本科,1-3年,15k-20k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL']",印象笔记,A轮,50-150人
2880998,数据分析师,成都,本科,5-10年,14k-20k,产品|需求|项目类,数据分析,数据分析,['数据分析'],万益能源,不需要融资,50-150人
5919324,数据分析（风控方向）,深圳,本科,1-3年,7k-12k,产品|需求|项目类,数据分析,数据分析,['数据分析'],新国都,上市公司,2000人以上
5976999,数据分析（BI方向）,杭州,本科,1-3年,8k-15k,开发|测试|运维类,数据开发,数据分析,"['MySQL', '数据挖掘', 'DBA', '数据分析']",盈富斯,C轮,150-500人
5827281,数据分析师,北京,本科,1-3年,14k-20k,产品|需求|项目类,数据分析,数据分析,"['增长黑客', '数据分析', '商业']",下厨房,B轮,50-150人
4467010,数据分析师（BI）,杭州,本科,1-3年,8k-15k,产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析']",Club Factory,C轮,150-500人
3024791,BI工程师/数据分析师,南京,本科,3-5年,12k-24k,产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析']",艾佳生活,B轮,150-500人
5912620,数据分析师,北京,本科,1-3年,15k-25k,产品|需求|项目类,数据分析,业务运营,"['数据分析', 'SQL']",有利网,不需要融资,2000人以上
5644738,数据分析,上海,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,[],完美世界,上市公司,2000人以上
5827915,数据分析师 （桔子理财） (MJ000539),深圳,本科,不限,15k-30k,金融类,风控,风控,['风控'],乐信,上市公司,2000人以上
5451656,数据分析实习生 (MJ000998),上海,不限,不限,2k-4k,开发|测试|运维类,数据开发,数据分析,['数据分析'],挖财,D轮及以上,500-2000人
5912689,数据分析师,北京,本科,5-10年,15k-30k,产品|需求|项目类,数据分析,数据分析,['数据分析'],考虫网,D轮及以上,150-500人
5955664,数据分析师,深圳,大专,1-3年,12k-15k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SPSS', '数据运营']",宜搜,D轮及以上,500-2000人
5075030,数据分析岗,北京,本科,1-3年,15k-25k,金融类,互联网金融,分析师,"['风控', '分析师']",阳光产险信保事业部,不需要融资,2000人以上
5906062,数据分析师（ETL方向）,深圳,本科,1-3年,10k-15k,开发|测试|运维类,数据开发,数据分析,['ETL'],希为科技,不需要融资,50-150人
5743333,数据分析师,广州,本科,1-3年,8k-11k,产品|需求|项目类,数据分析,数据分析,"['可视化', '数据分析']",明动软件,不需要融资,150-500人
5969252,数据分析师,深圳,大专,1-3年,10k-18k,产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析', '可视化', '数据运营']",咸鱼游戏,B轮,150-500人
5945751,数据分析,北京,本科,3-5年,12k-24k,产品|需求|项目类,数据分析,数据分析,['SQL'],悠贝 | YOURBAY,不需要融资,50-150人
5620108,数据分析,北京,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,[],快看漫画,D轮及以上,150-500人
5407651,数据分析师,上海,硕士,不限,10k-20k,产品|需求|项目类,数据分析,数据分析,"['商业', 'BI', '数据分析']",晶赞科技Zamplus,D轮及以上,150-500人
5805757,数据分析师,北京,本科,3-5年,20k-30k,产品|需求|项目类,数据分析,数据分析,[],百信银行,不需要融资,150-500人
4957675,数据分析师,上海,本科,1-3年,12k-16k,产品|需求|项目类,数据分析,数据分析,"['SQL', '数据分析']",算话智能科技有限公司,B轮,50-150人
4757428,数据分析师-上海,上海,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['商业', 'BI', '可视化', '数据分析']",神策数据,C轮,150-500人
5345402,数据分析师,合肥,本科,3-5年,10k-15k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营']",七天教育,B轮,500-2000人
5871074,数据分析师,深圳,本科,1-3年,10k-15k,开发|测试|运维类,数据开发,数据分析,"['数据分析', 'MySQL']",恒信永利,不需要融资,2000人以上
5962512,数据分析师,北京,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营', '增长黑客', '商业']",万润,不需要融资,50-150人
5950873,数据分析师,北京,本科,1-3年,15k-25k,产品|需求|项目类,数据分析,数据分析,['商业'],车托帮,C轮,50-150人
5935757,数据分析师（增长方向）,北京,本科,5-10年,25k-50k,产品|需求|项目类,数据分析,增长黑客（Growth Hacking）,"['数据分析', 'SQL']",省钱快报,C轮,150-500人
5521481,数据分析师,上海,本科,1-3年,6k-8k,运营|编辑|客服类,运营,数据运营,['数据分析'],东方新闻,不需要融资,150-500人
5779914,数据分析师,北京,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,"['BI', '可视化', 'SQL', '数据库']",喜马拉雅,D轮及以上,500-2000人
4341361,数据分析师,上海,本科,1-3年,10k-20k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",HARB,B轮,50-150人
5924383,数据分析,北京,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['BI', '可视化']",美篇,B轮,50-150人
5961260,数据分析师（SB0902）,长沙,本科,1-3年,8k-10k,开发|测试|运维类,数据开发,数据分析,"['数据分析', 'SQLServer']",蜜獾信息,不需要融资,150-500人
5883451,数据分析师,北京,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['商业', 'SQL', '数据分析']",动动,B轮,50-150人
5719810,数据分析师,北京,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,['数据分析'],Soul App,C轮,150-500人
5936262,数据分析师（渠道/流量分析）,北京,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['SQL', '数据分析']",省钱快报,C轮,150-500人
5957659,数据分析师,北京,本科,3-5年,10k-20k,产品|需求|项目类,数据分析,数据分析,['数据分析'],钱方好近,B轮,150-500人
5974976,数据分析师,上海,本科,3-5年,10k-20k,金融类,互联网金融,风控,['风控'],前隆科技,B轮,500-2000人
5040265,数据分析师,广州,本科,3-5年,10k-15k,开发|测试|运维类,数据开发,数据分析,"['MySQL', '数据分析', '数据挖掘', 'DBA']",对庄科技,A轮,15-50人
5545318,数据分析师,深圳,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'BI', '数据运营']",小步网络,B轮,150-500人
5895091,数据分析,上海,本科,1-3年,7k-10k,产品|需求|项目类,数据分析,数据分析,"['SQL', 'SPSS', '数据库']",设计院,上市公司,2000人以上
5912913,数据分析师,北京,不限,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,"['BI', '商业', '数据分析']",百度,不需要融资,2000人以上
3413899,23048-数据分析师,北京,本科,3-5年,18k-36k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",腾讯,上市公司,2000人以上
5792476,数据分析师(J10380),北京,本科,3-5年,15k-30k,开发|测试|运维类,数据开发,数据分析,[],伴鱼口语,C轮,500-2000人
5899327,12217U-数据分析岗,上海,本科,3-5年,10k-15k,产品|需求|项目类,数据分析,数据分析,['数据分析'],平安金服,上市公司,2000人以上
5967657,数据分析,深圳,本科,1-3年,10k-20k,开发|测试|运维类,数据开发,数据分析,"['DBA', 'MySQL', '数据挖掘']",盈富斯,C轮,150-500人
5899704,数据分析师,北京,不限,5-10年,20k-35k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'BI', '增长黑客']",易观,B轮,150-500人
5420145,数据分析经理,北京,本科,5-10年,25k-40k,运营|编辑|客服类,运营,数据运营,"['数据分析', '策略运营']",车好多集团,D轮及以上,2000人以上
4568696,数据分析师,深圳,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL']",希为科技,不需要融资,50-150人
5792361,数据分析师(J10380),北京,本科,3-5年,15k-30k,运营|编辑|客服类,运营,数据运营,"['数据分析', '用户增长']",伴鱼口语,C轮,500-2000人
5859847,12217K-数据分析师,上海,本科,1-3年,12k-16k,产品|需求|项目类,数据分析,数据分析,['SQL'],平安金服,上市公司,2000人以上
4735530,数据分析（南京）,南京,本科,1-3年,10k-15k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",飞常准,不需要融资,500-2000人
5804426,数据分析,苏州,本科,3-5年,20k-30k,产品|需求|项目类,数据分析,数据分析,['SQL'],同程艺龙,上市公司,2000人以上
5822637,数据分析师,深圳,本科,1-3年,10k-15k,开发|测试|运维类,数据开发,数据分析,"['Hive', '数据分析']",魅族,A轮,2000人以上
5783436,数据分析师（数据运营）,深圳,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营']",鹏元征信有限公司,不需要融资,150-500人
5483537,数据分析师,北京,本科,1-3年,12k-22k,产品|需求|项目类,数据分析,数据分析,['BI'],皇包车,C轮,150-500人
5956101,数据分析师（广告投放）,北京,本科,不限,15k-25k,开发|测试|运维类,数据开发,数据分析,[],掌阅,上市公司,500-2000人
5458590,数据分析师,杭州,本科,不限,8k-16k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据库', 'SQL', '数据运营']",创邻科技,A轮,15-50人
5941625,数据分析师,深圳,本科,3-5年,13k-25k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL']",梦享网络,B轮,50-150人
5450245,数据分析师,北京,本科,1-3年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['SPSS', '数据分析', 'SQL', '商业']",猎豹移动,上市公司,500-2000人
5946854,数据分析,北京,本科,3-5年,15k-30k,产品|需求|项目类,数据分析,数据分析,['数据运营'],OKCoin,B轮,500-2000人
4328277,数据分析师,上海,本科,1-3年,15k-20k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",美至科技,A轮,50-150人
4143575,数据分析员,北京,本科,1-3年,6k-10k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SPSS']",久爱致和,上市公司,150-500人
5482652,数据分析,北京,本科,1-3年,8k-15k,产品|需求|项目类,数据分析,数据分析,['数据运营'],世纪佳缘,上市公司,500-2000人
5976446,数据分析师,北京,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,['数据分析'],人人公司,上市公司,2000人以上
5545140,数据分析师,北京,本科,1-3年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['商业', '数据分析', 'SPSS', 'SQL']",洋钱罐,不需要融资,150-500人
5818045,数据分析师,北京,本科,1-3年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据库']",狮桥集团,不需要融资,2000人以上
1429188,数据分析师,上海,本科,不限,10k-15k,产品|需求|项目类,数据分析,数据分析,[],麦图科技,A轮,15-50人
5620063,数据分析师,北京,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,['数据分析'],快看漫画,D轮及以上,150-500人
5288845,数据分析,杭州,本科,3-5年,10k-20k,产品|需求|项目类,数据分析,数据分析,['BI'],电视淘宝,不需要融资,50-150人
5532121,数据分析,杭州,本科,3-5年,12k-20k,开发|测试|运维类,数据开发,数据分析,"['数据仓库', '数据架构']",红花朵朵,A轮,50-150人
5316172,数据分析师,苏州,硕士,1-3年,12k-24k,产品|需求|项目类,数据分析,数据分析,"['SPSS', '数据分析', 'SQL']",苏州瑞鹏信息技术有限公司,不需要融资,50-150人
5851943,游戏运营-数据分析方向,成都,本科,3-5年,10k-20k,运营|编辑|客服类,运营,数据运营,"['数据分析', '效果跟踪']",91Act,不需要融资,50-150人
5954567,数据分析师,深圳,本科,3-5年,14k-20k,开发|测试|运维类,数据开发,机器学习,"['Hadoop', 'Spark', '数据分析', '数据处理']",来电科技,不需要融资,500-2000人
5355366,数据分析师,深圳,本科,1-3年,15k-30k,产品|需求|项目类,数据分析,数据分析,"['BI', 'SQL', '数据库', '数据分析']",观远数据,A轮,50-150人
5494730,大数据分析师,郑州,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL']",中移在线服务有限公司,不需要融资,2000人以上
3760775,数据分析师,北京,本科,1-3年,20K-40K,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",一览科技,B轮,150-500人
5859533,数据分析员（台江）,福州,大专,不限,3k-4k,综合职能|高级管理,行政,文员,['文员'],成都三泰福州分公司,未融资,50-150人
5954722,数据分析师,佛山,本科,5-10年,8k-15k,产品|需求|项目类,数据分析,大数据,"['数据分析', '数据运营']",碧桂园集团数字化管理中心,不需要融资,2000人以上
5913206,数据分析（融资方向）,北京,本科,1-3年,8k-14k,产品|需求|项目类,数据分析,数据分析,"['BI', 'SQL', '数据库']",有利网,不需要融资,2000人以上
3536483,数据分析师,北京,硕士,不限,10k-20k,产品|需求|项目类,数据分析,数据分析,['数据分析'],博雅大数据学院,未融资,50-150人
5915035,数据分析,武汉,本科,1年以下,4k-5k,产品|需求|项目类,数据分析,数据分析,[],传神,上市公司,500-2000人
4687784,数据分析师,上海,本科,1-3年,15k-25k,开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']",别样app,B轮,150-500人
5895438,数据分析师 (MJ000438),北京,本科,1年以下,15k-25k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营']",火花思维,C轮,500-2000人
5626182,数据分析师,深圳,本科,1-3年,12k-20k,产品|需求|项目类,数据分析,数据分析,['BI'],卓轩科技,A轮,50-150人
5762588,数据分析师,深圳,硕士,不限,10k-15k,开发|测试|运维类,数据开发,数据分析,['数据分析'],晶泰科技,B轮,50-150人
4414826,数据分析师,杭州,本科,3-5年,14k-24k,产品|需求|项目类,数据分析,数据分析,"['BI', '可视化', '数据分析']",绿漫科技,不需要融资,50-150人
5966622,数据分析师,北京,本科,3-5年,10k-20k,运营|编辑|客服类,运营,数据运营,"['运营', '数据分析']",美利金融,B轮,2000人以上
5965750,数据分析师（电商策略方向）,上海,本科,3-5年,15k-30k,产品|需求|项目类,高端产品职位,数据分析专家,[],南极电商,上市公司,150-500人
5888215,数据分析师（北京）(J10503),北京,本科,3-5年,8k-15k,产品|需求|项目类,数据分析,数据分析,['数据分析'],中和农信,不需要融资,2000人以上
4858411,数据分析师,北京,本科,1-3年,10k-20k,产品|需求|项目类,数据分析,数据分析,['数据分析'],有书,A轮,150-500人
5598817,数据分析师,苏州,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL', '数据库', '可视化']",瑞小云,不需要融资,15-50人
4384123,数据分析师（新零售）,上海,本科,1-3年,8k-10k,产品|需求|项目类,数据分析,数据分析,['数据分析'],微盟,上市公司,2000人以上
5390306,数据分析,上海,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,数据分析,[],掌门集团,B轮,500-2000人
4384123,数据分析师（新零售）,上海,本科,1-3年,8k-10k,产品|需求|项目类,数据分析,数据分析,['数据分析'],微盟,上市公司,2000人以上
5390306,数据分析,上海,本科,3-5年,20k-40k,产品|需求|项目类,数据分析,数据分析,[],掌门集团,B轮,500-2000人
5798240,数据分析,深圳,本科,3-5年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['BI', '商业', 'SQL']",BLUE,C轮,500-2000人
4746664,数据分析师,杭州,本科,3-5年,8k-15k,产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL']",霖梓控股,B轮,150-500人
5247557,数据分析师,北京,本科,1-3年,15k-20k,开发|测试|运维类,数据开发,数据分析,['数据分析'],火花思维,C轮,500-2000人
5942644,数据分析师,上海,本科,1-3年,15k-25k,产品|需求|项目类,数据分析,数据分析,"['商业', '可视化', 'BI', '数据分析']",金宝贝网络科技,未融资,50-150人
5479849,大数据分析师,上海,本科,1-3年,9k-18k,产品|需求|项目类,数据分析,数据分析,['数据分析'],算话智能科技有限公司,B轮,50-150人
5709378,数据分析师,杭州,本科,1-3年,15k-25k,产品|需求|项目类,数据分析,数据分析,['BI'],上上签,C轮,150-500人
5523134,数据分析师(商业方向，初级）,深圳,本科,1年以下,8k-15k,产品|需求|项目类,数据分析,商业,[],一面数据,A轮,50-150人
5301241,数据分析师,上海,本科,3-5年,20k-30k,开发|测试|运维类,数据开发,数据分析,['数据分析'],国泰产险,不需要融资,500-2000人
5440536,数据分析师（初级）,广州,本科,1年以下,4k-8k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营', '数据库']",悦跑圈,C轮,150-500人
5339102,数据分析师,北京,本科,3-5年,15k-30k,开发|测试|运维类,数据开发,数据分析,['数据分析'],新东方在线,不需要融资,500-2000人
4734246,数据分析师,北京,硕士,1-3年,10k-20k,产品|需求|项目类,数据分析,数据分析,"['商业', '可视化', '数据分析']",清帆科技,A轮,15-50人
2783123,数据分析师,深圳,本科,1-3年,15k-30k,产品|需求|项目类,数据分析,数据分析,['数据分析'],深圳妈妈资本,A轮,50-150人
5672050,数据分析,深圳,本科,1-3年,18k-35k,开发|测试|运维类,数据开发,数据分析,[],KLOOK 客路旅行,D轮及以上,500-2000人
4130779,数据分析师,深圳,硕士,不限,10k-18k,产品|需求|项目类,数据分析,数据分析,['数据分析'],微众税银,C轮,150-500人
5570911,数据分析师,北京,本科,3-5年,10k-15k,产品|需求|项目类,数据分析,数据分析,[],无极慧通,A轮,50-150人
5295411,数据分析师,上海,本科,1-3年,8k-16k,运营|编辑|客服类,审核,数据审核,['内容'],番糖游戏,未融资,50-150人
5246226,大数据分析师,成都,本科,1-3年,15k-25k,开发|测试|运维类,数据开发,数据分析,['数据分析'],成都聚思力信息技术有限公司,上市公司,500-2000人
5748277,数据分析师,成都,本科,1-3年,8k-10k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '可视化', '商业']",易我科技,不需要融资,150-500人
5134571,数据分析师,上海,本科,1-3年,10k-20k,产品|需求|项目类,数据分析,数据分析,"['SQL', '数据分析']",PINTEC,上市公司,150-500人
4210417,数据分析师,深圳,本科,5-10年,25k-50k,开发|测试|运维类,数据开发,数据分析,['数据分析'],数位科技,B轮,150-500人
5779714,数据分析,北京,本科,3-5年,14k-25k,产品|需求|项目类,数据分析,数据分析,['数据库'],刷刷看,A轮,50-150人
5937522,数据分析师,杭州,本科,1-3年,11k-22k,产品|需求|项目类,数据分析,BI,"['商业', 'BI', '数据分析', 'SQL']",51信用卡管家,上市公司,500-2000人
5879346,数据分析师,武汉,大专,3-5年,7k-12k,产品|需求|项目类,数据分析,数据分析,"['商业', 'SQL', '数据分析']",优品财富管理有限公司,未融资,500-2000人
5523143,数据分析师(商业方向，中高级）,深圳,本科,1-3年,10k-20k,产品|需求|项目类,数据分析,商业,[],一面数据,A轮,50-150人
5729645,数据分析师（广州/深圳）,广州,本科,3-5年,8k-15k,开发|测试|运维类,数据开发,数据分析,['数据分析'],HARB,B轮,50-150人
5744502,数据分析师 (MJ001038),上海,不限,1-3年,15k-25k,开发|测试|运维类,数据开发,数据分析,['数据分析'],挖财,D轮及以上,500-2000人
5440507,数据分析师（中级）,广州,本科,1-3年,8k-15k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营', '数据库']",悦跑圈,C轮,150-500人
5754075,数据分析师,北京,本科,1-3年,15k-30k,产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营']",妙健康,C轮,150-500人
3606515,数据分析师,北京,本科,不限,15k-30k,开发|测试|运维类,数据开发,数据分析,['数据分析'],PINTEC,上市公司,150-500人
